id,nombre,apellido,edad,Genero,promedio_estadistica,promedio_matematica,promedio_programacion,promedio_bigdata,promedio_ofimatica,faltas_estadistica,faltas_matematica,faltas_programacion,faltas_bigdata,faltas_ofimatica,estilo_aprendizaje,metodos_estudio,horas_diarias_estudio,participacion_clases,acceso_recursos_tecnologicos,acceso_internet,motivacion_carrera,objetivos_academicos,estres,satisfaccion_ensenanza,actitud_hacia_tecnologia
464,Patrice,Leicester,32,Male,5.01,0.15,4.73,1.22,4.02,0.64,0.55,0.16,0.98,0.74,visual,grupos de estudio,3,false,true,true,true,true,false,true,true
465,Sukey,Coal,24,Female,4.7,8.75,9.47,4.5,1.97,0.9,1.0,0.48,0.48,0.73,otro,grupos de estudio,5,true,false,true,false,false,true,true,false
466,Illa,Ipsgrave,28,Female,0.19,3.05,3.55,2.54,5.46,0.1,0.94,0.78,0.8,0.85,visual,grupos de estudio,1,true,false,false,true,true,false,true,false
467,Addie,Kix,31,Female,8.23,0.86,8.31,0.18,2.87,0.09,0.0,0.96,0.78,0.03,otro,otro,8,false,true,false,false,true,false,false,false
468,Belia,Bailles,19,Female,5.56,5.76,2.54,9.16,6.04,0.89,0.14,0.09,0.89,0.09,auditivo,flashcards,1,true,false,false,true,false,true,false,false
469,Moselle,Jori,34,Female,4.91,4.94,2.23,9.44,3.26,0.88,0.63,0.74,0.46,0.21,Multimodal,otro,3,true,true,false,true,false,false,false,false
470,Ikey,Powney,31,Male,1.84,5.36,9.01,9.39,4.74,0.29,0.08,0.62,0.57,0.06,Lectura/Escritura,lectura activa,5,false,false,false,true,false,false,false,false
471,Madel,Duddan,34,Female,2.57,1.11,3.09,8.24,3.27,0.74,0.64,0.94,0.66,0.84,otro,otro,6,false,true,true,true,true,true,true,false
472,Lurleen,Osmond,40,Female,7.69,9.97,2.01,1.02,3.81,0.32,0.59,0.73,0.46,0.27,otro,resúmenes,2,true,true,false,true,false,true,false,false
473,Tonye,Britee,31,Female,4.83,9.58,7.41,8.08,9.33,0.92,0.15,0.65,0.23,0.95,otro,lectura activa,5,false,true,true,false,false,true,false,false
474,Zak,Guslon,31,Male,1.59,2.49,5.37,4.11,2.2,0.51,0.3,0.07,0.78,0.96,kinestésico,uso de tecnología,4,true,false,true,false,false,false,true,true
475,Chrisy,Crutch,28,Male,8.73,3.4,7.47,9.7,8.25,0.86,0.69,0.67,0.01,0.62,visual,resúmenes,1,false,true,false,true,false,true,true,false
476,Whittaker,Coppock.,38,Male,9.75,2.56,9.97,2.95,4.33,0.22,0.97,0.07,0.15,0.41,auditivo,uso de tecnología,2,true,false,false,true,true,true,true,false
477,Andrei,Kender,24,Female,7.61,1.1,0.02,4.04,8.51,0.6,0.54,0.77,0.08,0.93,visual,enseñanza a otros,5,true,false,true,false,false,false,true,true
478,Juan,Caseri,21,Male,4.91,1.04,5.4,8.56,7.02,0.94,0.05,0.26,0.05,0.59,kinestésico,uso de tecnología,2,true,false,false,false,false,false,true,false
479,Ileane,Dyka,39,Female,1.36,8.9,8.49,9.29,5.26,0.89,0.79,0.35,0.53,0.07,Lectura/Escritura,técnica Pomodoro,2,false,false,false,false,false,true,false,true
480,Barty,Fane,30,Male,4.94,7.5,7.21,0.73,5.08,0.56,0.57,0.7,0.77,0.91,Multimodal,mapas mentales,3,true,true,true,false,false,false,true,false
481,Lula,Pamphilon,38,Female,3.91,9.35,0.19,5.79,2.56,0.04,0.41,0.51,0.42,0.27,Lectura/Escritura,otro,3,true,true,true,false,true,false,false,false
482,Winston,Ternott,34,Male,4.34,1.54,8.93,5.94,1.87,0.45,0.21,0.92,0.71,0.26,kinestésico,lectura activa,7,false,true,true,true,false,false,true,true
483,Marlene,Renton,22,Female,0.67,2.76,8.22,3.34,1.89,0.93,0.76,0.72,0.45,0.17,auditivo,grupos de estudio,4,false,false,false,true,false,true,true,false
484,Augie,Caze,33,Male,0.69,1.54,4.1,1.2,0.62,0.56,0.13,0.66,0.15,0.84,otro,otro,8,false,true,true,true,false,false,true,true
485,Bordy,Ragat,36,Male,8.38,2.44,8.3,7.94,7.19,0.08,0.67,0.95,0.36,0.58,kinestésico,flashcards,1,false,true,false,false,false,false,false,true
486,Amata,Canceller,32,Female,3.89,6.27,2.73,5.19,9.92,0.7,0.99,0.11,0.57,0.95,auditivo,uso de tecnología,6,false,true,false,false,true,false,false,true
487,Enos,Willans,29,Male,7.8,4.44,2.87,1.73,1.53,0.05,0.79,0.66,0.87,0.22,kinestésico,lectura activa,5,true,false,true,false,true,false,false,true
488,Millisent,O'Lagen,35,Female,3.22,6.9,0.91,1.22,1.95,0.74,0.57,0.1,0.41,0.2,visual,otro,4,false,false,false,false,true,false,false,true
489,Pinchas,Fisk,19,Male,5.06,0.14,1.24,0.37,3.76,0.43,0.17,0.61,0.91,0.7,kinestésico,técnica Pomodoro,6,false,true,true,false,false,false,true,true
490,Claude,Bilfoot,37,Female,1.0,1.85,3.89,7.6,4.11,0.8,0.11,0.54,0.71,0.83,Multimodal,uso de tecnología,0,false,true,false,false,true,false,true,false
491,Ban,Falco,39,Male,9.06,6.68,3.27,5.3,4.12,0.01,0.47,0.38,0.21,0.12,Lectura/Escritura,Toma de apuntes,4,false,false,true,false,true,true,true,false
492,Hughie,Carradice,35,Male,8.61,6.07,7.43,2.73,4.66,0.18,0.72,0.63,0.56,0.72,Lectura/Escritura,lectura activa,3,true,false,true,true,false,false,true,true
493,Julian,Pattle,22,Male,7.15,2.57,8.45,3.55,9.61,0.61,0.38,0.51,0.99,0.15,visual,grupos de estudio,4,true,true,false,true,false,false,false,true
494,Wendie,McDirmid,24,Female,6.22,2.03,1.18,3.79,3.69,0.41,0.68,0.83,0.32,0.38,Multimodal,uso de tecnología,5,true,false,true,true,true,false,true,false
495,Torry,Jansa,26,Male,6.97,1.11,2.04,9.77,0.07,0.08,0.98,0.71,0.53,0.63,Multimodal,flashcards,1,true,true,true,true,true,false,false,false
496,Barbaraanne,Carver,28,Female,8.5,7.29,0.75,2.83,8.89,0.93,0.45,0.84,0.49,0.27,Lectura/Escritura,flashcards,8,false,true,true,false,true,false,true,false
497,Woodrow,Van der Hoven,27,Male,4.01,4.96,4.53,2.6,9.64,0.85,0.57,0.13,0.41,0.8,Lectura/Escritura,enseñanza a otros,8,true,false,true,false,true,false,false,false
498,Boniface,Pelman,35,Male,2.31,1.58,9.96,3.8,9.22,0.08,0.78,0.27,0.13,0.88,Multimodal,mapas mentales,3,false,true,true,false,true,false,false,false
499,Guido,Ridsdell,28,Male,2.58,5.5,8.44,6.72,4.16,0.2,0.08,0.01,0.46,0.93,Multimodal,autoevaluación y pruebas prácticas,4,true,true,false,false,true,true,true,false
500,Walton,Buckberry,21,Male,4.67,7.08,7.72,5.36,0.46,0.94,0.31,0.83,0.46,0.87,auditivo,mapas mentales,5,true,false,true,true,false,true,true,true
501,Nissy,Beig,26,Female,6.64,0.34,3.84,8.27,0.88,0.09,0.91,0.9,0.3,0.67,Lectura/Escritura,uso de tecnología,5,false,false,false,true,true,false,false,false
502,Willy,Ferrar,29,Male,5.62,0.55,9.45,4.26,1.53,0.4,0.74,0.28,0.77,0.58,auditivo,enseñanza a otros,6,false,false,false,false,false,true,true,false
503,Ravid,Jobes,32,Male,1.96,0.71,9.32,1.46,6.95,0.51,0.58,0.07,0.85,0.97,Multimodal,resúmenes,0,false,true,false,false,false,false,false,true
504,Leeann,Priestley,35,Female,6.3,6.1,0.06,2.23,9.63,0.78,0.75,0.5,0.69,0.71,otro,enseñanza a otros,5,false,true,false,true,true,true,false,false
505,Sidnee,Cloney,20,Male,2.16,7.24,1.2,2.97,8.67,0.64,0.05,0.3,0.17,0.07,visual,uso de tecnología,6,false,true,false,true,true,true,true,false
506,Priscella,Gabler,20,Female,2.93,8.56,4.64,5.0,0.56,0.71,0.02,0.77,0.53,0.15,Multimodal,mapas mentales,5,true,true,false,true,false,true,false,false
507,Lemmy,Longland,39,Male,3.44,2.31,8.07,4.79,2.64,0.2,0.32,0.03,0.95,0.45,kinestésico,Toma de apuntes,2,true,false,true,true,true,false,false,false
508,Cheri,La Rosa,25,Female,4.82,1.35,1.3,1.32,1.94,0.37,0.78,0.54,0.72,0.9,Multimodal,grupos de estudio,8,true,false,true,true,true,false,true,true
509,Jewel,Ramel,25,Female,4.61,4.37,7.76,6.04,3.74,0.01,0.82,0.24,0.66,0.49,visual,resúmenes,5,true,false,true,false,false,true,false,true
510,Wiley,Zorro,24,Male,7.39,6.47,9.02,8.22,9.29,0.94,0.16,0.34,0.89,0.41,visual,uso de tecnología,4,false,false,false,false,false,false,true,false
511,Mia,Sleith,32,Female,0.63,5.54,3.17,0.74,0.28,0.39,0.92,0.8,0.73,0.13,kinestésico,otro,6,false,true,true,false,false,false,true,true
512,Warde,Episcopi,38,Male,5.0,3.28,8.0,1.87,8.08,0.69,0.54,0.16,0.62,0.1,visual,otro,1,true,false,true,true,false,false,false,true
513,Shalom,Scamerden,24,Male,6.26,5.02,4.0,6.29,5.0,0.16,0.77,0.41,0.46,0.2,visual,grupos de estudio,4,true,false,true,false,true,true,true,true
514,Elliot,Bennitt,20,Male,1.18,0.84,6.47,9.84,1.71,0.28,0.29,0.5,0.77,0.68,Lectura/Escritura,técnica Pomodoro,7,false,true,true,true,true,true,false,true
515,Giulio,Stenet,32,Male,6.76,5.99,1.53,1.73,7.11,0.47,0.05,0.53,0.08,0.64,kinestésico,autoevaluación y pruebas prácticas,8,false,false,true,true,true,true,false,false
516,Carmen,Bonifacio,18,Female,4.73,9.55,8.42,6.65,3.18,0.71,0.46,0.56,0.79,0.88,kinestésico,Toma de apuntes,5,false,true,false,false,true,false,false,true
517,Aretha,Swanton,27,Female,8.06,4.51,7.36,2.03,8.38,0.25,0.23,0.76,0.21,0.97,Lectura/Escritura,mapas mentales,1,false,true,false,false,false,false,false,true
518,Libbie,Raubenheimers,19,Female,7.43,5.14,8.64,3.7,4.25,0.35,0.46,0.49,0.62,0.18,visual,autoevaluación y pruebas prácticas,8,true,true,true,false,false,true,true,true
519,Willi,Adolf,33,Male,3.6,4.34,3.94,0.86,0.98,0.61,0.93,0.47,0.98,0.6,Multimodal,uso de tecnología,6,true,false,false,false,false,true,true,false
520,Stanislaus,Arkell,39,Male,1.55,8.04,5.64,9.62,0.81,0.89,0.43,0.15,0.39,0.36,otro,grupos de estudio,1,true,true,true,false,true,true,true,false
521,Krysta,Over,38,Female,1.98,9.88,1.35,7.9,2.36,0.1,0.13,0.82,0.15,0.72,Multimodal,grupos de estudio,6,true,false,true,false,false,true,false,false
522,Linn,Bentzen,40,Female,8.37,4.51,6.52,5.86,8.29,0.24,0.72,0.08,0.55,0.59,auditivo,autoevaluación y pruebas prácticas,1,true,true,false,false,false,true,false,true
523,Loni,Dat,33,Female,2.79,2.93,4.22,3.29,0.06,0.93,0.73,0.85,0.24,0.73,auditivo,uso de tecnología,5,false,false,false,false,true,false,true,true
524,Zarah,Kundert,19,Female,2.4,3.67,4.09,8.48,3.88,0.69,0.95,0.75,0.06,0.89,kinestésico,mapas mentales,5,true,false,false,true,false,false,false,false
525,Sandy,Oak,35,Female,4.53,7.99,0.66,6.51,8.25,0.28,0.56,0.69,0.3,0.41,Multimodal,resúmenes,8,false,false,false,true,false,false,false,true
526,Paquito,Hempel,32,Male,6.08,8.38,7.01,8.2,3.21,0.08,0.36,0.27,0.12,0.92,kinestésico,grupos de estudio,5,false,false,false,false,false,true,true,true
527,Hunt,Bottomley,22,Male,8.85,3.13,6.24,4.6,4.49,0.37,0.69,0.37,0.12,0.08,Multimodal,otro,1,false,true,false,false,false,false,false,false
528,Theadora,Ferraretto,40,Female,2.82,6.69,7.54,8.47,1.85,0.03,0.41,0.9,0.8,0.15,auditivo,flashcards,4,false,true,true,true,false,true,false,true
529,Dorolice,Basketfield,33,Female,5.31,2.6,7.93,1.82,9.84,0.12,0.03,0.55,0.81,0.48,Multimodal,técnica Pomodoro,5,false,true,false,true,true,true,true,true
530,Lia,Stokes,27,Female,8.11,4.66,7.24,2.69,5.8,0.4,0.13,0.24,0.0,0.68,auditivo,lectura activa,1,true,false,true,false,false,false,false,true
531,Kaylil,Sime,21,Female,7.35,1.11,1.48,5.88,3.65,0.62,0.93,0.27,0.85,0.49,auditivo,uso de tecnología,6,false,true,true,true,false,false,true,true
532,Nannie,Sushams,26,Female,5.15,7.24,1.94,6.63,5.55,0.73,0.87,0.32,0.24,0.44,otro,resúmenes,6,false,true,false,false,false,true,true,true
533,Ange,Acory,39,Female,6.6,9.59,7.06,4.56,9.43,0.08,0.12,0.23,0.0,0.85,kinestésico,resúmenes,0,false,false,false,true,true,true,false,false
534,Celestyna,Robertucci,39,Female,6.51,6.04,9.13,7.53,1.29,0.41,0.2,0.25,0.27,0.74,kinestésico,resúmenes,0,true,true,false,true,true,true,true,false
535,Dewitt,Schwartz,21,Male,1.22,9.74,4.2,1.95,3.91,0.84,0.13,0.71,0.33,0.34,auditivo,autoevaluación y pruebas prácticas,2,false,false,true,false,true,true,true,true
536,Salim,Bagguley,40,Male,4.23,7.08,0.59,2.4,3.95,0.72,0.87,0.72,0.1,0.06,auditivo,flashcards,5,true,false,false,false,false,false,true,false
537,Zared,Swadon,25,Male,8.31,1.82,0.51,8.64,4.3,0.05,0.31,0.85,0.79,0.29,auditivo,técnica Pomodoro,1,true,true,false,false,true,true,false,false
538,Pauli,Lebond,26,Female,7.15,0.85,4.43,0.03,9.27,0.18,0.69,0.73,0.05,0.04,Lectura/Escritura,flashcards,8,false,false,false,true,true,false,false,false
539,Dolly,Zohrer,19,Female,8.62,3.48,6.13,3.55,3.53,0.89,0.93,0.19,0.11,0.89,Lectura/Escritura,enseñanza a otros,1,false,false,false,true,true,true,true,true
540,Grata,Conaboy,30,Female,2.22,4.26,2.52,2.96,4.42,0.02,0.51,0.69,0.16,0.66,Multimodal,autoevaluación y pruebas prácticas,0,false,true,true,true,false,true,true,false
541,Hyacinthe,Wabey,40,Female,3.57,5.71,2.36,1.66,5.73,0.85,0.44,0.23,0.58,0.6,Lectura/Escritura,técnica Pomodoro,0,false,false,true,true,true,true,true,true
542,Dalli,Rolls,26,Male,2.53,1.29,2.44,2.38,9.26,0.72,0.96,0.75,0.55,0.74,Multimodal,enseñanza a otros,7,false,false,true,false,true,true,true,false
543,Zarah,Rabier,22,Female,2.2,4.05,6.09,5.04,4.48,0.73,0.82,0.83,0.82,0.66,Lectura/Escritura,uso de tecnología,2,false,false,false,true,false,true,false,false
544,Barbi,Grestie,36,Female,4.14,8.69,9.95,9.26,8.48,0.57,0.49,0.08,0.04,0.19,otro,autoevaluación y pruebas prácticas,3,false,true,true,true,true,true,true,false
545,Phyllida,McCullen,37,Female,1.87,3.4,7.54,2.74,0.85,0.29,0.08,0.47,0.72,0.84,Multimodal,uso de tecnología,1,true,true,true,true,true,false,true,true
546,Rocky,Bryenton,19,Male,0.5,0.13,6.83,9.9,6.28,0.6,0.21,0.01,0.23,0.73,visual,uso de tecnología,5,false,true,false,false,true,false,true,false
547,Annabella,Sammonds,20,Female,9.63,6.25,9.93,4.14,0.6,0.16,0.85,0.56,0.38,0.66,Multimodal,flashcards,3,false,true,true,true,false,false,true,true
548,Constantine,Lukianov,31,Female,0.25,4.73,3.63,9.79,7.0,0.35,0.93,0.19,0.12,0.51,Multimodal,flashcards,4,false,false,false,false,true,true,true,false
549,Zolly,Rubra,38,Male,5.8,1.63,2.97,4.29,7.98,0.65,0.16,0.64,0.39,0.81,auditivo,técnica Pomodoro,8,false,true,true,false,false,false,false,true
550,Kenyon,Leppington,39,Male,2.63,1.45,1.79,3.3,9.45,0.84,0.03,0.56,0.45,0.98,auditivo,mapas mentales,8,true,true,false,true,false,false,true,false
551,Hortense,Balser,38,Female,7.03,9.42,5.69,2.91,7.35,0.25,0.91,0.03,0.19,0.58,kinestésico,lectura activa,0,false,true,false,false,false,false,true,false
552,Sanford,Freed,28,Male,4.75,7.15,6.27,1.42,8.47,0.35,0.1,0.71,0.56,0.02,visual,mapas mentales,4,false,true,false,false,false,true,false,false
553,Alejandra,Gouldsmith,24,Female,6.0,6.23,6.15,7.19,0.59,0.33,0.67,0.32,0.34,0.06,visual,enseñanza a otros,7,true,true,true,true,false,true,false,false
554,Rani,Fishbourne,30,Female,5.25,6.66,3.33,4.25,0.97,0.5,0.1,0.57,0.31,0.85,otro,flashcards,8,false,true,true,false,false,true,true,false
555,Stephenie,Henrique,27,Female,8.19,0.04,3.28,7.11,6.34,0.48,0.28,0.3,0.92,0.08,auditivo,otro,7,false,true,false,true,false,true,true,true
556,Veronika,Nolder,31,Female,7.97,9.2,0.63,1.56,1.45,0.55,0.48,0.7,0.57,0.15,Lectura/Escritura,otro,5,false,false,false,false,true,false,true,false
557,Dee,Roebottom,26,Female,0.64,8.51,4.62,7.62,7.31,0.33,0.02,0.7,0.97,0.34,kinestésico,resúmenes,0,true,true,false,true,false,false,false,false
558,Amber,Aire,21,Female,0.15,6.97,8.13,4.67,6.99,0.54,0.0,0.94,0.67,0.88,otro,otro,2,false,false,true,true,false,true,false,true
559,Noel,Ferrieri,25,Female,2.83,2.57,1.87,9.09,3.87,0.56,0.78,0.18,0.05,0.9,kinestésico,uso de tecnología,7,false,false,true,false,false,true,false,false
560,Ario,Vinsen,35,Male,6.21,6.87,5.8,8.96,0.4,0.87,0.81,0.21,0.92,0.01,visual,otro,8,true,false,false,true,true,false,true,true
561,Berny,Lukovic,35,Female,8.98,8.16,7.02,0.3,4.06,0.41,0.32,0.35,0.54,0.91,Multimodal,uso de tecnología,1,false,false,false,false,false,true,false,false
562,Slade,Roglieri,37,Male,1.26,2.11,8.4,7.8,4.84,0.89,0.29,0.62,0.4,0.73,auditivo,resúmenes,5,false,true,true,false,false,true,false,true
563,Avril,Worsom,38,Female,0.1,6.11,4.08,2.78,7.42,1.0,0.76,0.85,0.39,0.99,kinestésico,flashcards,8,false,false,true,false,true,true,false,true
564,Walther,Kaley,38,Male,4.48,7.69,5.27,0.89,7.3,0.36,0.63,0.77,0.29,0.93,otro,resúmenes,2,false,true,true,false,true,false,false,true
565,Leontine,Craiker,31,Female,5.33,4.33,9.8,8.53,8.46,0.37,0.84,0.72,0.72,0.71,Lectura/Escritura,autoevaluación y pruebas prácticas,4,false,false,false,false,true,true,true,false
566,Denny,Dabbs,30,Female,8.28,0.75,4.22,7.19,5.15,0.72,0.41,0.82,0.06,0.18,auditivo,autoevaluación y pruebas prácticas,7,true,false,true,true,false,true,true,true
567,Aloysia,Soal,40,Female,5.1,7.22,5.48,0.53,9.86,0.03,0.53,0.58,0.64,0.45,kinestésico,grupos de estudio,1,false,false,false,true,true,false,false,true
568,Imogen,Bumpass,39,Female,1.99,3.55,2.13,3.82,0.07,0.43,0.95,0.53,0.58,0.67,Multimodal,flashcards,3,false,true,true,false,true,false,true,false
569,Morris,Watmough,35,Male,3.79,9.91,6.44,7.92,4.94,0.32,0.24,0.38,0.96,0.4,auditivo,uso de tecnología,8,false,false,false,true,true,false,true,true
570,Winne,Ride,22,Female,6.46,1.22,6.0,6.49,4.98,0.79,0.44,0.79,0.82,0.82,Lectura/Escritura,flashcards,5,true,false,false,true,false,true,true,false
571,Leroi,Pollicott,36,Male,8.57,9.28,3.46,8.46,6.35,0.24,0.66,0.43,0.12,0.37,otro,resúmenes,2,false,false,false,false,true,true,false,true
572,Vail,Woloschinski,30,Male,1.45,5.58,5.56,0.45,5.35,0.84,0.49,0.03,0.62,0.02,auditivo,otro,1,false,true,false,false,true,true,true,true
573,Eada,Knowles,28,Female,9.81,9.04,4.59,5.08,5.79,0.08,0.76,0.28,0.28,0.97,Multimodal,flashcards,8,true,false,false,false,true,false,false,false
574,Starlene,Dupoy,30,Female,9.09,1.0,5.66,2.37,0.96,0.9,0.57,0.39,0.87,0.9,Multimodal,uso de tecnología,0,false,true,true,true,true,true,true,true
575,Jerri,Wurst,39,Male,5.28,8.31,3.58,5.47,4.21,0.37,0.55,0.01,0.8,0.38,otro,otro,2,false,false,false,false,false,true,false,false
576,Whitney,Scanlan,23,Male,7.22,8.56,5.32,1.78,6.69,0.56,0.47,0.23,0.95,0.36,otro,lectura activa,1,false,false,false,true,false,false,false,true
577,Carol-jean,Joss,21,Female,7.3,4.26,8.58,2.65,0.72,0.31,0.28,0.8,0.59,0.4,kinestésico,flashcards,1,true,false,true,true,false,false,true,true
578,Deidre,Fancott,28,Female,1.32,3.54,2.04,3.84,4.7,0.75,0.76,0.91,0.35,0.2,Multimodal,autoevaluación y pruebas prácticas,5,false,true,true,false,true,false,false,true
579,Lynnea,Sargison,35,Female,5.09,1.88,3.48,3.41,9.78,0.84,0.97,0.12,0.31,0.51,kinestésico,enseñanza a otros,0,false,true,false,false,false,false,true,false
580,Nils,Ferrino,22,Male,8.23,9.62,0.06,9.84,5.39,0.17,0.14,0.26,0.88,0.32,otro,lectura activa,0,true,true,false,false,false,false,true,true
581,Angelina,Malzard,21,Female,6.28,9.1,7.8,6.71,8.77,0.92,0.34,0.61,0.98,0.54,visual,grupos de estudio,8,false,false,true,true,false,true,false,true
582,Craggy,Kmiec,22,Male,3.64,2.57,8.2,4.38,1.28,0.33,0.27,0.1,0.63,0.76,Lectura/Escritura,lectura activa,5,false,true,true,true,true,false,false,false
583,Pepi,Jentges,20,Female,3.43,6.79,9.19,6.95,9.28,0.66,0.15,0.58,0.41,0.65,visual,otro,0,true,true,true,false,false,true,false,false
584,Joyann,McGavin,26,Female,3.43,3.45,7.13,8.28,7.56,0.83,0.11,0.22,0.42,0.3,Multimodal,resúmenes,6,true,true,false,true,false,true,true,false
585,Arlen,Astbery,34,Male,4.15,1.48,8.17,0.59,9.32,0.81,0.71,0.53,0.16,0.72,Lectura/Escritura,lectura activa,5,false,false,false,true,false,false,true,false
586,Dalston,Bowcock,21,Male,9.97,9.37,9.15,3.47,4.38,0.58,0.36,0.39,0.36,0.8,Lectura/Escritura,enseñanza a otros,4,true,false,false,false,false,false,false,true
587,Jase,Neumann,24,Male,3.91,6.29,4.58,9.15,0.71,0.23,0.98,0.68,0.23,0.94,otro,lectura activa,7,true,false,true,true,true,true,false,true
588,Gustav,Gershom,26,Male,9.89,0.55,7.76,2.41,0.51,0.61,0.5,0.74,0.71,0.57,Lectura/Escritura,resúmenes,2,true,true,false,false,true,true,true,true
589,Venus,Rolling,40,Female,8.93,1.43,5.37,0.72,6.71,0.18,0.71,0.78,0.28,0.78,otro,flashcards,6,true,false,true,true,false,false,true,true
590,Ernie,Hebblethwaite,30,Male,2.68,9.89,9.84,5.05,3.64,0.58,0.06,0.4,0.36,0.73,Multimodal,técnica Pomodoro,8,false,true,true,false,false,true,true,false
591,Stearn,Simoneton,29,Male,4.39,5.86,3.65,1.01,7.27,0.57,0.51,0.33,0.05,0.04,auditivo,Toma de apuntes,0,true,true,true,true,true,true,false,true
592,Obadiah,Menendez,21,Male,3.46,7.42,0.61,5.02,6.25,0.76,0.72,0.51,0.74,0.32,visual,grupos de estudio,0,false,false,true,true,false,false,false,false
593,Spike,Kliemke,28,Male,3.08,6.12,2.77,6.39,8.63,0.21,0.82,0.56,0.27,0.33,kinestésico,resúmenes,7,false,true,true,true,false,false,false,true
594,Kattie,Petel,38,Female,1.35,5.31,9.48,4.92,4.73,0.75,0.79,0.42,0.71,0.21,Multimodal,técnica Pomodoro,1,false,false,false,false,false,false,false,false
595,Bab,Bantick,35,Female,7.27,5.98,1.48,2.11,5.57,0.31,0.69,0.98,0.3,0.99,Lectura/Escritura,Toma de apuntes,6,false,true,false,false,true,true,true,false
596,Chelsy,Swenson,25,Female,1.47,9.29,4.43,0.45,7.35,0.09,0.1,0.32,0.04,0.16,otro,mapas mentales,8,false,false,true,false,false,false,true,true
597,Jimmie,Houtbie,29,Male,3.52,2.19,3.48,1.55,5.94,0.25,0.92,0.04,0.79,0.65,auditivo,grupos de estudio,6,false,true,false,true,true,false,true,false
598,Rancell,Swindon,28,Male,5.67,0.1,1.85,8.1,4.43,0.47,0.13,0.54,0.05,0.74,auditivo,técnica Pomodoro,6,false,false,true,false,false,false,true,true
599,Del,Pemberton,31,Female,5.15,6.15,7.13,7.41,8.56,0.54,0.62,0.79,0.04,0.18,Multimodal,mapas mentales,8,true,false,true,false,true,false,true,false
600,Madelon,Nolte,18,Female,0.69,9.31,6.86,7.19,7.1,0.02,0.12,0.75,0.35,0.61,Lectura/Escritura,mapas mentales,5,false,true,true,false,true,false,false,true
601,Lynnell,Knewstubb,31,Female,7.61,0.23,8.73,8.45,6.5,0.01,0.52,0.75,0.75,0.05,visual,Toma de apuntes,5,true,false,false,true,true,false,true,true
602,Dorrie,Cowlin,37,Female,5.87,3.88,1.5,9.05,7.83,0.32,0.84,0.38,0.06,0.52,visual,enseñanza a otros,8,false,true,false,false,false,true,false,false
603,Reynold,Perello,23,Male,0.99,6.61,4.83,7.56,9.08,0.54,0.81,0.11,0.52,0.6,kinestésico,lectura activa,2,true,true,false,true,false,false,false,true
604,Jaquenetta,Cotmore,34,Female,7.94,5.63,9.8,1.94,4.47,0.7,0.23,0.97,0.01,0.89,auditivo,flashcards,4,false,true,false,true,true,false,false,true
605,Stanly,Tansley,24,Male,4.06,6.54,2.19,8.83,4.56,0.83,0.9,0.7,0.41,0.58,kinestésico,mapas mentales,0,false,true,true,false,true,false,true,false
606,Sanford,Hodgin,23,Male,1.24,3.04,9.1,0.67,3.14,0.75,0.96,0.75,0.87,0.44,auditivo,uso de tecnología,5,true,true,true,true,true,true,false,true
607,Brody,Hattiff,22,Male,3.47,7.16,7.41,6.9,8.89,0.19,0.84,0.83,0.62,0.07,auditivo,Toma de apuntes,7,true,false,false,false,true,true,false,true
608,Fancy,Philippe,24,Female,3.28,7.11,8.47,9.33,7.91,0.48,0.34,0.47,0.56,0.45,visual,lectura activa,3,false,false,true,true,true,false,false,true
609,Danella,Rettie,24,Female,6.8,4.57,8.94,7.54,7.65,0.93,0.91,0.91,0.95,0.77,kinestésico,flashcards,0,true,false,false,false,true,false,true,false
610,Freddy,Veneur,19,Male,3.53,6.08,7.91,9.97,4.99,0.68,0.31,0.66,0.66,0.78,Multimodal,lectura activa,4,true,false,false,true,false,true,true,true
611,Jobey,McCutheon,40,Female,1.17,3.71,8.24,1.31,8.88,0.26,0.34,0.02,0.38,0.3,Multimodal,grupos de estudio,4,true,false,true,false,true,false,false,true
612,Boyce,Varran,23,Male,1.42,9.3,0.69,4.7,9.36,0.06,0.97,0.74,0.96,0.12,kinestésico,uso de tecnología,2,false,false,false,true,false,true,false,true
613,Raoul,Garmon,21,Male,4.89,8.59,4.34,9.67,5.6,0.54,0.66,0.69,0.77,0.25,visual,Toma de apuntes,5,true,false,true,false,true,false,true,true
614,Orland,Cloney,28,Male,7.39,0.59,7.01,3.34,6.37,0.35,0.51,0.03,0.89,1.0,Multimodal,Toma de apuntes,5,false,true,true,false,false,false,true,false
615,Drugi,Zecchinii,34,Male,1.31,7.8,4.13,0.61,7.42,0.04,0.93,0.95,0.7,0.33,auditivo,mapas mentales,7,true,false,false,true,false,true,true,true
616,Maryanne,Greenrde,19,Female,9.6,5.67,6.19,8.78,7.96,0.76,0.4,0.32,0.39,0.31,Multimodal,lectura activa,3,false,true,true,true,false,true,true,false
617,Aindrea,Tassel,38,Female,5.38,9.94,3.42,7.82,5.25,0.63,0.97,0.82,0.4,0.4,visual,Toma de apuntes,6,false,false,false,false,false,true,false,true
618,Ronnie,Daunay,24,Male,6.14,0.79,9.1,1.02,8.21,0.63,0.8,0.38,0.79,0.99,otro,Toma de apuntes,1,false,true,true,false,false,false,false,false
619,Aguistin,Le Port,35,Male,8.74,9.98,1.54,1.73,7.56,0.46,0.21,0.64,0.7,0.37,auditivo,flashcards,0,false,false,true,true,false,false,false,true
